Temperature,Rainfall,Altitude,Soil_type,Soil_pH,label
6.7,937,2228,Loamy,5.6,Irish Potato
15.2,932,2083,Loamy,6.0,Kale
19.8,906,2013,Loamy,6.1,Soybean
6.3,1052,2624,Sandy,5.7,Irish Potato
5.7,909,2194,Fertile,5.6,Irish Potato
19.9,1188,1561,Fertile,6.3,Soybean
9.7,732,2319,Loamy,6.4,Carrot
10.5,999,2614,Clay,5.5,Irish Potato
21.6,1396,1398,Loamy,6.2,Maize
15.5,1608,1935,Sandy-Loam,6.5,Beans
10.8,1073,2778,Clay,5.7,Irish Potato
20.6,1017,1762,Loamy,6.4,Maize
8.0,1125,2263,Fertile,6.1,Irish Potato
27.2,682,648,Sandy-Loam,6.3,Millet
19.4,910,1144,Fertile,6.2,Maize
35.0,180,229,Loamy,5.5,Cowpea
23.9,691,660,Fertile,6.7,Tomato
23.2,780,582,Sandy,6.8,Tomato
38.2,131,126,Loamy,6.5,Green Gram
38.2,351,139,Clay,6.5,Green Gram
35.0,389,175,Sandy-Loam,5.8,Cowpea
41.4,283,411,Sandy,6.2,Sorghum
20.8,898,1588,Sandy,6.4,Soybean
34.3,313,259,Sandy-Loam,6.3,Cowpea
33.7,726,535,Sandy-Loam,5.7,Millet
19.6,776,1660,Fertile,6.6,Soybean
24.9,936,1937,Loamy,6.1,Soybean
18.0,208,1976,Sandy-Loam,7.0,Onion
20.2,671,1009,Sandy,6.8,Tomato
13.5,933,2371,Loamy,6.0,Kale
33.5,166,357,Loamy,6.2,Cowpea
13.7,492,1838,Sandy,6.5,Onion
8.6,1326,2651,Clay,6.2,Irish Potato
29.6,647,726,Sandy-Loam,5.7,Millet
29.4,514,1091,Sandy-Loam,5.8,Millet
18.9,976,1562,Sandy-Loam,6.3,Maize
29.4,288,169,Sandy-Loam,6.4,Cowpea
10.8,964,2435,Fertile,5.6,Irish Potato
7.5,1278,2114,Loamy,5.5,Irish Potato
36.0,440,441,Sandy,6.0,Sorghum
30.0,999,768,Clay,5.5,Groundnut
25.5,835,414,Sandy-Loam,6.3,Groundnut
10.9,1259,1811,Sandy-Loam,6.1,Kale
7.6,1131,2847,Loamy,5.7,Irish Potato
24.1,601,233,Sandy,5.6,Groundnut
13.5,524,1399,Sandy,6.8,Onion
35.7,155,82,Fertile,5.8,Cowpea
22.0,1004,1655,Fertile,6.1,Soybean
30.5,237,269,Clay,5.9,Cowpea
31.2,159,152,Sandy-Loam,6.3,Cowpea
26.9,680,434,Sandy,6.2,Groundnut
8.1,559,2706,Sandy,6.3,Carrot
22.7,493,455,Clay,6.5,Tomato
37.7,451,682,Sandy-Loam,5.7,Sorghum
33.1,546,819,Loamy,5.9,Millet
41.1,132,56,Loamy,7.0,Green Gram
25.4,810,1870,Loamy,6.9,Soybean
15.0,1205,2153,Loamy,6.6,Beans
21.6,630,1037,Clay,6.1,Tomato
21.5,1158,989,Loamy,6.8,Maize
19.5,971,1717,Fertile,6.5,Maize
11.5,1053,2286,Clay,6.6,Beans
17.0,421,1539,Sandy,6.7,Onion
28.2,481,855,Sandy,6.2,Millet
8.4,598,2565,Fertile,6.6,Carrot
28.2,977,443,Sandy-Loam,6.0,Groundnut
7.3,1159,2803,Sandy-Loam,6.3,Irish Potato
7.3,599,2508,Sandy-Loam,6.7,Carrot
15.7,849,2349,Clay,6.2,Kale
10.8,800,2496,Fertile,6.4,Kale
8.5,1299,2749,Fertile,6.1,Irish Potato
11.2,1302,2562,Sandy-Loam,6.2,Kale
12.7,837,2905,Loamy,6.2,Carrot
40.5,348,155,Sandy,5.8,Sorghum
15.2,385,1370,Sandy-Loam,6.7,Onion
36.9,423,347,Sandy,6.2,Sorghum
10.9,936,1850,Clay,6.5,Kale
26.8,880,672,Sandy-Loam,5.9,Groundnut
15.8,508,1502,Fertile,6.3,Onion
21.7,1328,1677,Sandy-Loam,6.3,Maize
9.4,940,2590,Fertile,6.1,Carrot
10.1,1040,2124,Clay,5.6,Irish Potato
10.7,1399,3096,Clay,6.1,Irish Potato
30.7,460,522,Sandy,6.4,Millet
20.0,905,1312,Sandy-Loam,6.7,Maize
27.5,600,1085,Sandy-Loam,6.3,Millet
26.4,731,499,Sandy,5.6,Millet
17.8,1103,1616,Loamy,5.9,Maize
31.9,273,274,Sandy,6.2,Cowpea
30.8,505,790,Sandy,5.7,Millet
22.0,933,1479,Clay,6.7,Soybean
24.6,1106,1489,Sandy-Loam,6.2,Soybean
18.5,1152,1190,Loamy,6.3,Maize
25.0,1196,1605,Fertile,6.1,Soybean
36.9,287,539,Sandy-Loam,5.8,Sorghum
9.7,998,2016,Fertile,6.1,Kale
27.2,531,1016,Sandy-Loam,6.3,Millet
17.6,246,1931,Sandy-Loam,7.1,Onion
35.7,335,197,Sandy,5.6,Sorghum
11.3,1202,2123,Loamy,6.6,Kale
16.0,395,1542,Clay,6.3,Onion
32.7,215,306,Clay,6.2,Cowpea
5.4,1165,2640,Clay,6.1,Irish Potato
34.7,287,287,Sandy,6.3,Sorghum
9.5,1182,2106,Fertile,6.5,Kale
5.8,1224,2846,Clay,6.3,Irish Potato
13.3,1208,1935,Loamy,6.7,Kale
21.1,1076,1560,Loamy,6.7,Soybean
8.2,617,1986,Fertile,6.7,Carrot
24.3,661,678,Sandy,6.7,Tomato
7.6,836,2022,Loamy,6.0,Carrot
15.3,1416,1856,Loamy,6.6,Beans
23.1,1176,1448,Sandy,6.3,Soybean
19.5,1189,2069,Loamy,6.4,Soybean
33.6,335,368,Sandy-Loam,5.6,Cowpea
13.1,1753,2404,Fertile,6.5,Beans
29.3,752,664,Sandy-Loam,5.7,Groundnut
36.8,170,357,Sandy,5.6,Sorghum
8.8,1245,2751,Loamy,6.1,Irish Potato
30.8,617,615,Sandy-Loam,5.8,Groundnut
9.9,1048,3024,Fertile,6.3,Irish Potato
13.6,372,1784,Loamy,7.1,Onion
23.3,611,604,Sandy-Loam,6.2,Groundnut
8.4,1136,2273,Sandy,5.8,Irish Potato
20.7,1062,1686,Fertile,6.3,Soybean
34.3,294,108,Fertile,5.8,Cowpea
25.5,1024,184,Sandy,6.1,Groundnut
8.9,1185,2379,Fertile,5.6,Irish Potato
16.8,1654,1929,Loamy,7.0,Beans
27.1,864,642,Sandy,6.0,Groundnut
27.6,1002,406,Fertile,5.7,Groundnut
12.5,1100,2225,Fertile,6.2,Beans
14.7,866,2012,Loamy,6.1,Kale
20.5,1356,1136,Sandy-Loam,5.8,Maize
31.2,702,549,Fertile,5.6,Millet
11.4,1073,2446,Fertile,5.9,Irish Potato
11.1,1288,2870,Fertile,6.1,Irish Potato
13.9,287,1590,Loamy,6.5,Onion
27.9,922,362,Sandy,5.7,Groundnut
12.2,569,2852,Fertile,6.7,Carrot
16.8,306,1648,Sandy-Loam,6.7,Onion
26.2,767,391,Sandy-Loam,6.1,Groundnut
13.9,514,2022,Clay,7.1,Onion
37.7,334,116,Sandy,7.1,Green Gram
26.4,872,468,Sandy,5.6,Groundnut
11.8,577,2124,Fertile,6.2,Carrot
27.3,938,155,Sandy-Loam,5.9,Groundnut
15.6,1078,2127,Fertile,6.6,Kale
32.6,387,319,Sandy-Loam,5.9,Cowpea
37.1,321,572,Sandy,6.2,Sorghum
26.8,371,998,Clay,5.6,Millet
21.3,1062,1889,Fertile,6.5,Soybean
15.8,1393,1931,Clay,6.5,Beans
7.4,683,2734,Fertile,6.8,Carrot
8.8,1289,2206,Fertile,5.9,Irish Potato
39.5,335,682,Sandy,6.4,Sorghum
20.9,1141,1823,Clay,6.5,Soybean
11.6,629,2630,Loamy,6.0,Carrot
13.9,1137,2240,Fertile,6.9,Beans
27.0,611,743,Clay,6.0,Groundnut
13.6,898,2716,Fertile,6.7,Carrot
13.5,978,2015,Loamy,6.5,Kale
9.4,965,2132,Fertile,6.0,Irish Potato
30.6,888,707,Sandy,5.8,Groundnut
26.7,462,1152,Fertile,6.5,Tomato
27.4,729,755,Sandy,6.4,Groundnut
24.2,721,492,Sandy,5.6,Groundnut
37.3,252,613,Sandy-Loam,5.9,Sorghum
35.3,418,444,Sandy,6.0,Sorghum
36.0,150,236,Sandy-Loam,5.9,Sorghum
12.6,563,2532,Fertile,6.9,Carrot
12.9,359,1703,Clay,7.1,Onion
12.4,1261,2089,Fertile,6.2,Kale
36.3,414,32,Sandy,5.5,Cowpea
38.7,367,223,Sandy-Loam,5.7,Sorghum
27.4,696,406,Sandy-Loam,5.7,Groundnut
22.2,789,1826,Loamy,6.2,Soybean
35.9,382,162,Sandy,5.6,Cowpea
20.3,936,984,Loamy,6.7,Maize
7.2,1375,3050,Clay,6.0,Irish Potato
35.5,282,240,Sandy,6.0,Green Gram
11.9,350,1556,Fertile,6.2,Onion
25.7,1166,2036,Sandy,6.4,Soybean
26.6,671,543,Sandy,7.0,Tomato
26.0,749,182,Sandy,5.9,Groundnut
8.9,672,2738,Sandy-Loam,6.8,Carrot
13.4,839,2346,Loamy,6.5,Kale
13.7,774,2886,Loamy,6.4,Carrot
11.9,551,2569,Sandy-Loam,6.8,Carrot
31.5,301,354,Sandy-Loam,6.3,Cowpea
23.4,783,578,Sandy-Loam,6.2,Groundnut
22.9,470,948,Sandy-Loam,6.2,Tomato
40.9,213,120,Sandy,6.1,Green Gram
11.4,1090,1969,Fertile,6.8,Kale
22.6,1091,1728,Clay,5.9,Maize
8.1,939,2125,Fertile,6.2,Irish Potato
11.8,1712,2081,Sandy-Loam,6.9,Beans
34.1,407,273,Sandy,6.0,Sorghum
32.7,171,481,Clay,6.2,Cowpea
13.5,383,1853,Sandy-Loam,6.5,Onion
9.1,945,2977,Sandy-Loam,5.6,Irish Potato
24.3,667,482,Sandy,5.7,Groundnut
13.6,567,2114,Loamy,6.7,Carrot
25.2,960,1860,Fertile,6.4,Soybean
31.7,239,479,Sandy,6.2,Cowpea
34.7,134,137,Sandy,6.7,Green Gram
38.9,276,480,Sandy,5.7,Sorghum
34.5,313,345,Fertile,5.9,Sorghum
9.6,1055,2620,Clay,5.6,Irish Potato
27.7,507,444,Sandy-Loam,6.3,Millet
24.4,958,1899,Fertile,6.1,Soybean
25.3,757,2053,Fertile,6.8,Soybean
10.5,1244,1917,Sandy-Loam,6.7,Kale
7.7,646,2936,Loamy,6.5,Carrot
25.3,830,983,Loamy,6.9,Tomato
10.6,726,2097,Sandy-Loam,6.4,Carrot
27.9,502,1036,Sandy-Loam,6.5,Tomato
17.0,1623,1867,Clay,7.1,Beans
29.6,269,474,Sandy-Loam,5.7,Cowpea
28.4,811,340,Sandy-Loam,6.1,Groundnut
33.5,328,377,Sandy-Loam,6.4,Cowpea
17.4,918,903,Fertile,6.6,Maize
31.0,175,382,Sandy-Loam,5.8,Cowpea
20.0,1086,1728,Fertile,6.7,Soybean
9.2,1328,2334,Fertile,6.1,Kale
9.5,942,2261,Fertile,6.0,Irish Potato
14.1,1086,2406,Fertile,6.8,Beans
12.6,1172,2049,Fertile,6.6,Kale
32.3,305,144,Loamy,6.3,Cowpea
13.3,419,1556,Fertile,6.8,Onion
22.1,968,987,Loamy,6.7,Maize
19.4,960,1580,Sandy-Loam,6.0,Maize
12.4,812,2127,Clay,7.0,Carrot
14.2,1299,2406,Clay,6.5,Kale
13.3,804,2563,Loamy,6.5,Carrot
11.6,1333,2080,Loamy,6.5,Beans
17.3,541,1524,Fertile,6.5,Onion
23.5,1381,978,Sandy-Loam,6.7,Maize
11.5,915,2562,Fertile,6.7,Carrot
12.4,387,2051,Fertile,7.0,Onion
33.8,254,616,Sandy-Loam,6.1,Sorghum
24.8,518,993,Sandy-Loam,6.7,Tomato
16.8,396,1921,Clay,6.4,Onion
27.6,983,654,Sandy-Loam,6.1,Groundnut
20.2,586,1042,Fertile,6.5,Tomato
41.2,278,429,Sandy,6.5,Sorghum
14.2,260,1603,Loamy,6.6,Onion
27.8,847,844,Loamy,6.3,Tomato
11.8,498,1467,Fertile,7.0,Onion
40.0,156,238,Sandy-Loam,6.5,Green Gram
11.5,1329,2528,Fertile,6.1,Irish Potato
20.6,1160,906,Sandy-Loam,6.5,Maize
13.3,1557,2225,Clay,6.9,Beans
22.2,978,1881,Clay,6.8,Soybean
25.2,993,624,Sandy-Loam,6.2,Groundnut
37.9,320,35,Loamy,5.6,Sorghum
29.1,862,103,Clay,5.5,Groundnut
6.1,1022,2260,Loamy,5.7,Irish Potato
19.4,1062,1408,Loamy,6.7,Maize
16.0,1129,2421,Clay,6.9,Beans
17.6,1284,2436,Loamy,6.9,Beans
13.4,1737,2075,Loamy,6.9,Beans
26.0,736,935,Sandy,6.6,Tomato
24.6,1033,1051,Sandy-Loam,6.1,Maize
13.8,873,2039,Sandy-Loam,6.6,Kale
40.1,212,348,Sandy,6.0,Green Gram
32.9,529,1041,Sandy-Loam,5.8,Millet
21.5,1021,1618,Fertile,6.9,Soybean
28.9,701,427,Fertile,6.2,Millet
20.8,982,1410,Loamy,6.5,Soybean
17.5,216,1507,Sandy,6.8,Onion
17.3,1793,1916,Sandy-Loam,6.9,Beans
13.4,1150,1825,Fertile,7.1,Beans
38.0,191,203,Sandy,6.5,Green Gram
34.2,172,93,Sandy-Loam,6.1,Cowpea
20.4,760,856,Fertile,6.1,Tomato
36.2,445,77,Fertile,6.1,Sorghum
34.2,380,335,Sandy,5.6,Sorghum
30.2,255,351,Sandy-Loam,5.9,Cowpea
10.4,1079,2135,Loamy,6.6,Kale
10.4,1126,2624,Sandy,5.8,Irish Potato
5.7,1348,3000,Clay,5.8,Irish Potato
34.4,321,218,Loamy,6.6,Green Gram
14.1,1115,2333,Fertile,6.7,Kale
10.4,1179,2524,Fertile,5.6,Irish Potato
38.9,222,338,Sandy,7.1,Green Gram
19.1,1374,1016,Fertile,5.9,Maize
34.0,278,133,Sandy,6.5,Green Gram
39.5,170,343,Sandy,6.0,Sorghum
22.9,1047,1626,Sandy-Loam,6.6,Soybean
20.0,1226,1031,Fertile,6.0,Maize
11.8,342,1713,Sandy,7.0,Onion
10.5,944,2517,Fertile,6.3,Irish Potato
11.4,861,2446,Fertile,5.9,Kale
24.0,822,866,Sandy,6.5,Tomato
10.4,780,2815,Fertile,6.4,Carrot
29.9,411,166,Sandy,5.9,Cowpea
21.9,1174,1905,Loamy,6.8,Soybean
16.7,503,1854,Loamy,6.8,Onion
27.9,533,409,Fertile,6.3,Tomato
31.5,576,454,Sandy-Loam,5.9,Millet
35.3,310,365,Sandy-Loam,6.1,Sorghum
29.3,918,240,Clay,6.3,Groundnut
28.0,750,915,Sandy-Loam,6.0,Tomato
20.7,1305,1085,Fertile,5.8,Maize
13.3,467,1674,Sandy,6.8,Onion
26.1,1007,470,Sandy-Loam,6.1,Groundnut
33.1,283,333,Sandy,6.1,Cowpea
24.1,518,930,Fertile,6.3,Tomato
17.1,1190,1739,Clay,6.6,Maize
20.3,596,589,Sandy-Loam,6.1,Tomato
33.9,192,422,Clay,5.6,Cowpea
17.9,1693,1827,Fertile,6.5,Beans
34.9,362,227,Sandy-Loam,5.9,Cowpea
17.3,1731,2001,Clay,6.5,Beans
9.3,1390,2731,Sandy-Loam,6.0,Irish Potato
12.6,1075,1840,Loamy,6.4,Kale
40.2,320,86,Fertile,7.2,Green Gram
22.2,1093,1436,Loamy,5.8,Maize
34.7,162,54,Sandy,6.1,Sorghum
29.9,484,457,Sandy,5.8,Millet
23.1,913,1355,Fertile,6.7,Maize
21.6,899,1039,Sandy-Loam,6.3,Maize
30.7,826,737,Sandy,6.2,Groundnut
19.7,1219,1734,Fertile,6.3,Maize
31.2,197,257,Sandy,5.7,Cowpea
21.8,1381,1269,Clay,6.4,Maize
14.4,328,2035,Sandy-Loam,6.6,Onion
31.8,331,444,Sandy-Loam,6.3,Cowpea
11.7,1767,2229,Fertile,6.5,Beans
11.5,1315,3065,Loamy,6.1,Irish Potato
41.0,160,302,Sandy-Loam,6.4,Green Gram
13.6,1096,2021,Sandy-Loam,6.4,Beans
11.3,1049,2409,Loamy,6.0,Kale
39.2,338,254,Sandy,6.2,Green Gram
31.6,427,104,Sandy,6.2,Cowpea
8.7,613,2821,Loamy,7.0,Carrot
7.2,1322,2123,Fertile,5.7,Irish Potato
27.4,654,1093,Sandy,5.8,Millet
13.6,653,2379,Fertile,6.8,Carrot
42.0,154,267,Sandy-Loam,5.8,Sorghum
29.0,692,328,Sandy,5.5,Groundnut
39.6,341,334,Sandy-Loam,6.6,Green Gram
8.3,871,2408,Sandy,6.1,Carrot
16.7,269,1510,Clay,6.6,Onion
32.8,394,54,Clay,5.7,Cowpea
20.3,961,1904,Sandy,6.4,Soybean
9.2,1261,1809,Fertile,6.8,Kale
26.3,1028,699,Sandy-Loam,5.6,Groundnut
15.1,368,1816,Loamy,6.4,Onion
21.0,815,1967,Loamy,6.7,Soybean
11.4,1503,2360,Sandy-Loam,6.4,Beans
40.7,292,100,Sandy-Loam,6.0,Green Gram
33.4,714,900,Clay,5.8,Millet
24.8,515,988,Sandy-Loam,6.5,Tomato
7.4,956,3024,Fertile,5.7,Irish Potato
36.5,387,426,Sandy,6.2,Cowpea
23.3,728,196,Loamy,5.7,Groundnut
34.8,297,95,Sandy,6.8,Green Gram
17.2,1307,2297,Loamy,6.9,Beans
23.4,614,585,Loamy,6.2,Tomato
17.6,1252,1639,Loamy,6.2,Maize
25.1,975,295,Sandy-Loam,6.3,Groundnut
29.4,385,334,Sandy-Loam,5.5,Cowpea
23.8,758,1914,Sandy-Loam,6.8,Soybean
14.4,1218,1950,Loamy,6.5,Kale
10.7,1299,2174,Clay,6.6,Kale
7.4,755,2756,Sandy,6.1,Carrot
25.4,607,401,Loamy,6.5,Tomato
25.4,536,872,Fertile,6.8,Tomato
15.7,1559,2506,Loamy,6.2,Beans
14.2,1285,1962,Clay,6.5,Kale
8.6,1291,2496,Clay,6.2,Irish Potato
10.5,592,2606,Fertile,6.4,Carrot
20.0,500,1146,Fertile,6.2,Tomato
35.0,241,344,Sandy,6.0,Cowpea
35.0,362,59,Sandy-Loam,6.3,Green Gram
11.6,1393,2853,Sandy-Loam,5.6,Irish Potato
29.3,953,227,Sandy-Loam,6.3,Groundnut
13.1,1497,2097,Loamy,6.3,Beans
30.7,241,325,Sandy-Loam,5.7,Cowpea
24.3,779,482,Fertile,6.8,Tomato
11.5,944,2295,Loamy,5.8,Irish Potato
26.6,379,537,Sandy-Loam,6.3,Millet
9.2,752,1991,Loamy,7.0,Carrot
19.1,1039,978,Sandy-Loam,6.8,Maize
22.0,1035,1231,Fertile,6.6,Maize
13.6,247,1738,Loamy,7.1,Onion
35.3,132,76,Sandy,6.9,Green Gram
37.5,257,162,Sandy,6.4,Green Gram
40.6,410,251,Sandy,5.6,Sorghum
24.5,625,453,Sandy,6.8,Tomato
28.8,655,825,Loamy,6.4,Millet
41.3,175,316,Sandy,6.4,Sorghum
22.0,630,417,Clay,6.4,Tomato
15.6,1798,2111,Sandy-Loam,6.6,Beans
30.6,873,240,Fertile,6.2,Groundnut
14.4,1363,2036,Sandy,6.8,Beans
8.9,900,2894,Loamy,6.5,Carrot
32.1,394,986,Sandy,6.2,Millet
24.1,1099,2010,Loamy,6.1,Soybean
9.1,582,2352,Loamy,6.7,Carrot
13.5,1338,2282,Sandy-Loam,6.4,Kale
12.2,239,1777,Fertile,6.7,Onion
21.1,1218,1112,Sandy-Loam,6.2,Maize
39.1,255,157,Sandy-Loam,6.6,Green Gram
39.7,204,108,Sandy,6.1,Green Gram
23.4,1037,1840,Sandy,7.0,Soybean
31.2,414,445,Loamy,6.0,Cowpea
23.2,1017,1514,Loamy,7.0,Soybean
27.6,910,130,Sandy,5.9,Groundnut
7.3,910,2411,Clay,6.7,Carrot
38.5,278,33,Clay,6.3,Green Gram
12.7,313,1487,Sandy,6.4,Onion
22.3,544,984,Loamy,6.1,Tomato
11.7,1170,2007,Sandy-Loam,6.7,Kale
26.7,401,567,Clay,6.4,Millet
28.9,590,509,Sandy,5.7,Millet
32.6,319,450,Clay,6.3,Cowpea
28.5,527,480,Sandy,5.5,Millet
17.8,1096,1739,Clay,6.6,Maize
36.5,402,328,Sandy-Loam,6.0,Sorghum
13.6,1706,2474,Sandy-Loam,6.5,Beans
23.9,938,1795,Clay,6.4,Soybean
27.7,881,453,Sandy,5.6,Groundnut
23.1,1205,1072,Clay,6.4,Maize
23.4,994,961,Sandy-Loam,6.1,Maize
36.1,252,636,Sandy,5.7,Sorghum
32.7,359,134,Sandy-Loam,6.4,Cowpea
17.8,1231,2280,Fertile,6.8,Beans
25.6,685,759,Fertile,7.0,Tomato
9.0,1281,2976,Sandy-Loam,6.2,Irish Potato
39.5,127,220,Sandy-Loam,7.1,Green Gram
9.9,1221,1800,Sandy,6.3,Kale
13.3,214,1722,Sandy,6.4,Onion
15.6,846,2108,Loamy,6.0,Kale
20.2,1049,1342,Sandy,6.0,Maize
12.1,1403,2192,Sandy,6.4,Beans
9.7,704,2290,Clay,6.2,Carrot
13.2,840,2297,Fertile,6.0,Kale
19.1,1387,993,Clay,6.7,Maize
20.8,1063,1514,Clay,6.5,Maize
14.6,1188,1840,Loamy,6.2,Kale
12.4,1309,1884,Fertile,6.2,Kale
40.0,264,310,Sandy-Loam,6.8,Green Gram
21.0,728,564,Sandy-Loam,6.1,Tomato
24.5,1403,1352,Sandy-Loam,6.5,Maize
22.9,1175,1536,Clay,6.8,Soybean
18.9,1329,996,Fertile,6.7,Maize
39.4,230,183,Sandy-Loam,6.7,Green Gram
8.2,1390,2592,Sandy-Loam,6.0,Irish Potato
13.3,1173,2054,Fertile,6.7,Kale
39.4,443,589,Sandy,5.9,Sorghum
21.0,982,1584,Loamy,6.6,Soybean
24.2,1429,1299,Sandy-Loam,6.3,Maize
24.7,996,1428,Sandy-Loam,6.6,Soybean
11.8,1050,2319,Sandy-Loam,6.5,Beans
8.3,1233,2272,Loamy,5.5,Irish Potato
12.2,900,2483,Fertile,6.3,Kale
41.1,465,619,Sandy,5.9,Sorghum
41.5,405,592,Sandy,6.3,Sorghum
34.7,376,209,Sandy-Loam,6.7,Green Gram
10.3,1165,2505,Fertile,6.5,Kale
8.7,598,2147,Fertile,6.6,Carrot
8.8,735,2818,Fertile,6.7,Carrot
33.4,280,466,Sandy-Loam,5.7,Cowpea
10.6,1151,2676,Clay,5.7,Irish Potato
16.2,1317,2257,Loamy,6.9,Beans
11.4,1103,2209,Sandy,7.1,Beans
13.5,1359,2290,Clay,6.3,Beans
22.9,881,1667,Loamy,6.7,Maize
23.1,1199,1067,Loamy,6.0,Maize
9.3,969,2392,Sandy-Loam,5.9,Irish Potato
21.2,818,1005,Fertile,6.7,Tomato
30.5,694,975,Loamy,6.3,Millet
34.7,290,319,Loamy,6.3,Green Gram
27.2,440,728,Sandy-Loam,5.8,Millet
21.1,1117,1770,Sandy,6.7,Maize
15.4,1146,2212,Clay,6.9,Beans
14.6,1271,2598,Loamy,5.8,Kale
20.6,721,538,Sandy-Loam,6.1,Tomato
31.6,394,795,Sandy-Loam,5.9,Millet
29.0,246,485,Sandy,5.9,Cowpea
26.9,640,436,Loamy,5.6,Millet
24.7,617,82,Clay,6.1,Groundnut
24.1,1191,1649,Fertile,6.0,Maize
15.3,1320,2514,Sandy,6.6,Kale
7.1,1092,2951,Sandy-Loam,5.6,Irish Potato
14.1,1536,1799,Fertile,7.1,Beans
21.3,1158,1467,Clay,6.5,Soybean
40.0,252,460,Clay,5.9,Sorghum
22.3,1021,2090,Fertile,6.9,Soybean
13.7,1230,1825,Loamy,6.3,Beans
18.0,1240,1784,Fertile,6.2,Maize
25.0,1134,1634,Sandy-Loam,6.6,Maize
36.1,328,212,Sandy-Loam,5.6,Cowpea
19.5,1170,1654,Fertile,6.4,Soybean
12.3,1159,2500,Fertile,7.1,Beans
36.4,304,404,Sandy-Loam,6.0,Cowpea
11.6,932,2018,Loamy,6.3,Carrot
36.6,380,256,Sandy,5.9,Cowpea
26.1,587,1020,Sandy,6.5,Millet
8.5,1161,2527,Loamy,5.6,Irish Potato
14.4,1143,2409,Loamy,6.6,Kale
6.2,1245,2486,Fertile,5.6,Irish Potato
34.6,276,326,Clay,6.1,Green Gram
14.5,1290,2147,Fertile,6.2,Kale
29.1,646,821,Sandy,5.9,Millet
12.4,1637,2477,Sandy-Loam,7.0,Beans
19.5,975,1880,Fertile,6.6,Soybean
22.1,1031,1502,Loamy,6.9,Soybean
9.1,868,2130,Clay,6.2,Kale
36.8,418,625,Sandy-Loam,6.1,Sorghum
20.2,627,1025,Fertile,6.6,Tomato
40.8,356,162,Sandy-Loam,6.2,Green Gram
9.5,1098,2374,Fertile,5.8,Irish Potato
17.6,1350,2376,Loamy,7.2,Beans
13.7,455,1365,Sandy-Loam,6.7,Onion
36.4,329,111,Sandy,5.9,Cowpea
5.8,1323,2227,Sandy-Loam,6.1,Irish Potato
21.6,685,451,Fertile,7.0,Tomato
13.2,1170,1864,Fertile,6.6,Kale
36.0,274,163,Clay,6.3,Cowpea
37.9,199,44,Loamy,6.4,Green Gram
14.2,278,2050,Sandy-Loam,6.4,Onion
11.5,1233,2000,Clay,6.2,Kale
34.6,327,324,Clay,6.4,Green Gram
25.3,776,1498,Fertile,6.4,Soybean
21.4,961,1631,Fertile,6.3,Soybean
24.9,786,224,Sandy-Loam,6.3,Groundnut
8.1,1166,2342,Sandy-Loam,5.8,Irish Potato
40.6,296,90,Sandy,6.6,Green Gram
23.0,1043,708,Clay,6.1,Groundnut
11.0,1412,1848,Loamy,7.1,Beans
36.6,242,281,Loamy,6.2,Green Gram
9.2,1232,2275,Fertile,5.8,Irish Potato
19.5,1118,1264,Fertile,6.1,Maize
14.8,1203,1983,Fertile,6.7,Beans
10.5,1274,2508,Loamy,6.5,Kale
10.4,1030,2400,Loamy,6.1,Kale
6.5,913,2281,Clay,5.8,Irish Potato
9.8,782,2483,Clay,6.8,Carrot
33.5,173,454,Clay,6.1,Cowpea
39.2,366,24,Clay,6.7,Green Gram
23.3,856,1585,Fertile,6.2,Maize
41.4,323,71,Sandy,6.8,Green Gram
40.1,323,323,Sandy,6.6,Green Gram
30.6,364,41,Sandy-Loam,5.6,Cowpea
21.3,858,1131,Sandy-Loam,6.5,Maize
34.9,390,472,Sandy-Loam,5.8,Cowpea
27.5,667,401,Sandy,5.5,Groundnut
23.4,942,1229,Sandy-Loam,6.0,Maize
11.0,1211,2430,Loamy,5.7,Irish Potato
37.8,232,227,Clay,6.1,Green Gram
14.2,1060,1846,Fertile,6.7,Kale
9.5,1282,2111,Clay,6.8,Kale
37.6,259,215,Sandy,5.6,Sorghum
40.5,245,155,Sandy,6.2,Sorghum
23.0,652,848,Fertile,6.4,Tomato
13.2,1173,2376,Loamy,6.8,Beans
30.9,730,1099,Sandy-Loam,5.8,Millet
17.5,1121,2110,Loamy,7.1,Beans
8.9,943,2508,Sandy-Loam,5.7,Irish Potato
25.9,1007,427,Sandy-Loam,6.4,Groundnut
22.6,824,2084,Loamy,6.9,Soybean
32.7,533,815,Sandy-Loam,6.1,Millet
38.4,219,285,Sandy,6.5,Green Gram
29.9,367,972,Fertile,5.9,Millet
29.7,745,678,Sandy-Loam,6.3,Groundnut
22.0,624,816,Sandy-Loam,6.0,Tomato
36.4,153,220,Sandy-Loam,5.6,Sorghum
17.5,1199,1695,Loamy,6.4,Maize
11.7,821,2311,Clay,6.0,Carrot
11.0,1352,1937,Fertile,6.5,Beans
41.1,363,125,Sandy-Loam,6.3,Green Gram
33.5,254,447,Sandy,5.8,Cowpea
12.5,1317,2501,Loamy,6.2,Kale
38.7,157,161,Sandy,6.6,Green Gram
20.4,1315,1204,Sandy,6.0,Maize
19.1,1247,1768,Fertile,6.3,Maize
12.3,400,1828,Sandy,6.9,Onion
37.7,157,510,Sandy-Loam,6.3,Sorghum
20.4,580,898,Loamy,6.0,Tomato
34.9,156,289,Clay,6.3,Green Gram
